zip_code,value,prediction
13365,2036.455,0
14755,-999.0,0
14755,-999.0,0
13090,4109.304,0
12847,-999.0,0
13404,0.0,0
13367,-999.0,0
14098,728.233,0
13660,-999.0,0
13661,-999.0,0
13108,-999.0,0
13110,-999.0,0
13110,-999.0,0
13111,0.0,0
12116,0.0,0
12116,0.0,0
12117,-999.0,0
12117,-999.0,0
12117,-999.0,0
12121,-999.0,0
13112,-999.0,0
13112,-999.0,0
12851,-999.0,0
12851,-999.0,0
12956,-999.0,0
13407,1.211,0
13118,-999.0,0
12960,-999.0,0
12960,-999.0,0
12960,-999.0,0
12961,0.0,0
12961,0.0,0
13664,-999.0,0
12123,-999.0,0
13665,-999.0,0
13120,-999.0,0
14108,461.702,0
13666,0.0,0
13666,0.0,0
14303,-999.0,0
13678,-999.0,0
13678,-999.0,0
13667,-999.0,0
13678,-999.0,0
12966,-999.0,0
14111,-999.0,0
12886,-999.0,0
12862,0.0,0
12886,-999.0,0
12862,0.0,0
14113,0.0,0
12967,-999.0,0
13124,0.0,0
12134,-999.0,0
13668,-999.0,0
13668,-999.0,0
12857,0.0,0
13421,-999.0,0
13421,-999.0,0
13424,1564.453,0
13126,-999.0,0
14870,0.0,0
13428,-999.0,0
13131,-999.0,0
12137,1.102,0
12137,1.102,0
12976,0.0,0
14525,-999.0,0
13132,-999.0,0
12138,0.0,0
12138,0.0,0
12138,0.0,0
13135,245.102,0
14539,-999.0,0
14592,-999.0,0
12139,-999.0,0
12140,-999.0,0
13431,-999.0,0
12974,-999.0,0
12974,-999.0,0
13368,-999.0,0
12859,-999.0,0
14769,0.0,0
13647,-999.0,0
13696,0.0,0
13647,-999.0,0
12860,0.0,0
13141,-999.0,0
12469,0.0,0
13435,-999.0,0
13142,-999.0,0
12861,0.0,0
14131,-999.0,0
14131,-999.0,0
12571,-999.0,0
12571,-999.0,0
13352,0.0,0
13438,-999.0,0
12144,-999.0,0
12144,12723.113,0
12147,0.0,0
12148,-999.0,0
12148,-999.0,0
12148,-999.0,0
13144,-999.0,0
13144,-999.0,0
12149,0.0,0
14775,-999.0,0
14608,-999.0,0
14625,-999.0,0
14618,-999.0,0
14618,-999.0,0
14623,-999.0,0
13440,-999.0,0
13440,12459.254,0
13440,11130.874,0
13450,-999.0,0
12150,-999.0,0
12151,0.0,0
14543,446.105,0
14543,-999.0,0
14543,-999.0,0
13684,-999.0,0
12980,-999.0,0
13672,-999.0,0
14783,-999.0,0
14132,3556.594,0
12945,0.0,0
12866,23110.615,0
13456,-999.0,0
12308,-999.0,0
12306,5780.781,0
12309,-999.0,0
12008,-999.0,0
12303,2188.917,0
12307,-999.0,0
12309,-999.0,0
12155,-999.0,0
12156,-999.0,0
12156,-999.0,0
12157,-999.0,0
12872,0.0,0
12870,-999.0,0
12884,-999.0,0
12871,201.6,0
12884,-999.0,0
14880,-999.0,0
14546,-999.0,0
12161,-999.0,0
13459,492.62,0
12873,0.0,0
12873,0.0,0
14782,-999.0,0
12159,-999.0,0
13155,0.0,0
12164,-999.0,0
14559,-999.0,0
12066,-999.0,0
14560,-999.0,0
14143,-999.0,0
12167,0.0,0
12167,0.0,0
12167,0.0,0
12168,0.0,0
12168,0.0,0
13156,0.0,0
13469,-999.0,0
14784,-999.0,0
14784,1.267,0
12878,-999.0,0
12173,-999.0,0
12175,-999.0,0
12175,-999.0,0
13203,2444.495,0
13207,-999.0,0
13210,21389.636,0
13219,1940.728,0
13202,18589.577,0
13203,-999.0,0
13204,7843.466,0
13206,3617.419,0
13215,-999.0,0
13219,2205.592,0
13224,1666.801,0
13290,1948.489,0
13207,-999.0,0
13215,-999.0,0
13290,1768.153,0
13206,3120.48,0
13692,-999.0,0
13693,-999.0,0
13693,-999.0,0
12583,-999.0,0
12583,-999.0,0
12183,-999.0,0
12180,19928.106,0
12182,922.148,0
13020,0.0,0
13159,-999.0,0
12986,0.0,0
13473,-999.0,0
13473,-999.0,0
13502,9424.74,0
13476,-999.0,0
13478,-999.0,0
13478,-999.0,0
14564,0.0,0
12041,-999.0,0
13694,-999.0,0
13164,-999.0,0
13164,-999.0,0
12188,-999.0,0
13601,10121.944,0
13603,-999.0,0
12189,-999.0,0
12189,-999.0,0
13640,-999.0,0
13640,-999.0,0
12190,-999.0,0
12190,-999.0,0
14707,-999.0,0
14895,-999.0,0
12194,-999.0,0
14586,-999.0,0
13489,0.0,0
13167,-999.0,0
13167,-999.0,0
13491,0.0,0
12193,0.0,0
13486,-999.0,0
12993,-999.0,0
12887,-999.0,0
14897,-999.0,0
13493,-999.0,0
13493,-999.0,0
14172,-999.0,0
14172,-999.0,0
13697,-999.0,0
12197,-999.0,0
12197,-999.0,0
12198,-999.0,0
13606,307.498,0
13606,383.02,0
12222,-999.0,0
12205,19953.635,0
12222,-999.0,0
12205,21596.544,0
12211,7213.306,0
12222,-999.0,0
12206,9476.159,0
12209,1891.479,0
12222,-999.0,0
12007,-999.0,0
14005,262.85,0
14802,-999.0,0
14708,-999.0,0
12009,1092.737,0
13302,205.127,0
12010,10014.924,0
12069,-999.0,0
12069,-999.0,0
12010,10373.773,0
12069,-999.0,0
12502,12.529,0
14806,49.038,0
13608,65.913,0
14011,-999.0,0
14011,-999.0,0
12912,74.432,0
12912,97.472,0
13021,-999.0,0
13021,7.956,0
13021,-999.0,0
12018,120.853,0
12018,134.974,0
13027,-999.0,0
13027,-999.0,0
12020,-999.0,0
14711,0.0,0
13611,-999.0,0
14742,-999.0,0
13028,92.19,0
13028,86.399,0
14024,-999.0,0
14024,4.471,0
14585,-999.0,0
14469,27.663,0
14715,0.0,0
12814,-999.0,0
12815,153.665,0
13613,-999.0,0
13614,25.282,0
14716,-999.0,0
14215,-999.0,0
14220,-999.0,0
14222,-999.0,0
14204,4598.382,0
14206,6915.471,0
14208,1864.601,0
14209,2352.569,0
14215,-999.0,0
14217,3839.089,0
14218,5001.662,0
14219,-999.0,0
14223,1796.054,0
14226,9476.954,0
14260,-999.0,0
14202,24128.373,0
14206,7678.703,0
14209,3121.446,0
14218,6412.488,0
14219,-999.0,0
14222,-999.0,0
14224,-999.0,0
14226,11473.767,0
14228,12766.534,0
14201,4822.006,0
14204,5377.492,0
14216,4169.607,0
14219,-999.0,0
14220,-999.0,0
14224,-999.0,0
14227,2163.108,0
14204,4893.212,0
14211,4749.326,0
14218,5831.587,0
14228,13588.547,0
12019,365.22,0
12027,716.328,0
12019,440.343,0
12019,451.643,0
13616,163.689,0
12816,573.914,0
13317,-999.0,0
13163,-999.0,0
14717,-999.0,0
13617,-999.0,0
12031,5.913,0
12032,115.963,0
13638,24.635,0
13643,-999.0,0
13318,-999.0,0
13318,-999.0,0
13620,49.121,0
13033,0.0,0
13033,0.0,0
13035,2698.644,0
13036,1704.148,0
13319,-999.0,0
13319,-999.0,0
12036,-999.0,0
12036,-999.0,0
13622,256.093,0
14722,583.192,0
14722,541.953,0
14723,-999.0,0
14723,-999.0,0
12817,741.813,0
12817,796.86,0
12922,-999.0,0
12922,-999.0,0
13037,1943.755,0
14428,-999.0,0
13039,5607.57,0
14032,-999.0,0
14032,-999.0,0
13321,56.214,0
12513,83.546,0
12513,118.789,0
12513,158.046,0
13041,3463.36,0
13624,1162.534,0
13322,-999.0,0
13322,-999.0,0
12819,5.219,0
12819,4.774,0
12841,11.486,0
13042,105.857,0
12065,6725.176,0
13323,-999.0,0
14724,-999.0,0
12046,22.123,0
13324,28.529,0
14035,-999.0,0
14034,-999.0,0
14035,3.621,0
12927,41.432,0
12927,57.552,0
12926,93.352,0
13325,29.818,0
13626,271.661,0
14036,-999.0,0
12822,820.306,0
12823,-999.0,0
12521,-999.0,0
13327,180.78,0
14437,-999.0,0
13630,-999.0,0
13630,-999.0,0
13633,1.998,0
13052,129.992,0
13328,-999.0,0
13328,-999.0,0
12053,204.603,0
12053,210.726,0
14173,-999.0,0
13753,0.0,0
13753,0.0,0
12054,1887.373,0
14043,-999.0,0
14047,-999.0,0
14112,-999.0,0
14112,-999.0,0
14728,105.61,0
13634,320.516,0
12824,167.719,0
12824,369.685,0
12930,21.326,0
13053,-999.0,0
13054,41.277,0
13054,41.821,0
13331,45.357,0
14051,1127.746,0
12059,121.649,0
14054,-999.0,0
14729,28.844,0
12063,3.208,0
12064,-999.0,0
12064,15.652,0
12064,17.568,0
13636,19.318,0
12936,0.0,0
12936,0.0,0
13138,69.465,0
14733,18.433,0
14733,22.783,0
14060,-999.0,0
13066,2509.838,0
13066,3271.318,0
12067,-999.0,0
12067,-999.0,0
14735,-999.0,0
14735,-999.0,0
12177,-999.0,0
12068,-999.0,0
13338,82.326,0
12827,380.283,0
12937,-999.0,0
12937,-999.0,0
13602,-999.0,0
12828,-999.0,0
12070,-999.0,0
13339,519.451,0
13340,-999.0,0
13340,-999.0,0
13340,-999.0,0
14737,731.627,0
14065,14.628,0
14739,-999.0,0
13069,17630.662,0
12071,9.985,0
14066,-999.0,0
12074,202.872,0
12831,4332.774,0
13072,-999.0,0
12526,-999.0,0
12526,-999.0,0
12077,-999.0,0
12077,-999.0,0
12801,10894.712,0
12801,-999.0,0
12078,4423.442,0
13642,-999.0,0
14070,-999.0,0
14070,-999.0,0
14070,-999.0,0
14070,-999.0,0
12832,-999.0,0
12832,8.169,0
12833,248.376,0
12834,3787.346,0
12834,3846.895,0
12084,1749.238,0
12086,82.945,0
12836,111.436,0
12837,11.37,0
13648,386.17,0
13648,402.078,0
12838,-999.0,0
13076,109.829,0
14466,-999.0,0
14466,-999.0,0
14487,571.371,0
14466,-999.0,0
13650,-999.0,0
14467,-999.0,0
14468,45.824,0
13353,-999.0,0
13655,297.456,0
13077,-999.0,0
13087,26.83,0
13087,29.527,0
14471,556.607,0
12090,1515.386,0
12090,1666.369,0
12089,110.792,0
12090,1616.667,0
14843,-999.0,0
14843,-999.0,0
14744,0.0,0
12092,-999.0,0
12534,9327.906,0
12172,16.537,0
12172,18.707,0
12534,10892.514,0
12839,2806.18,0
12839,2580.722,0
12864,-999.0,0
12842,273.704,0
12864,-999.0,0
12864,-999.0,0
12842,255.797,0
13360,220.728,0
14081,-999.0,0
14701,849.691,0
12093,-999.0,0
12093,-999.0,0
12093,-999.0,0
12856,-999.0,0
12853,610.877,0
12853,539.903,0
12810,7.927,0
12843,7.645,0
12853,593.021,0
12095,10071.645,0
13361,-999.0,0
13475,-999.0,0
13475,-999.0,0
12844,44.26,0
12844,55.809,0
14747,186.164,0
14477,41.921,0
12106,467.715,0
12106,527.233,0
12174,-999.0,0
12106,556.642,0
13656,-999.0,0
13084,1068.612,0
13084,1053.136,0
12845,3172.835,0
12845,5086.95,0
12846,449.81,0
12977,-999.0,0
14085,212.69,0
14085,265.044,0
14480,541.022,0
14480,531.854,0
14750,-999.0,0
12110,15673.131,0
14511,-999.0,0
14753,139.722,0
14753,157.999,0
14753,152.117,0
14486,-999.0,0
13658,-999.0,0
13365,-999.0,0
13365,2655.257,0
14755,-999.0,0
14094,1688.524,0
12847,-999.0,0
13367,-999.0,0
12955,-999.0,0
12955,-999.0,0
12955,-999.0,0
13402,-999.0,0
13104,2545.363,0
13661,209.235,0
13110,-999.0,0
12116,18.153,0
13662,-999.0,0
12117,344.252,0
14757,160.532,0
14757,239.008,0
13101,-999.0,0
12118,-999.0,0
14103,10106.333,0
14479,4.551,0
14479,-999.0,0
13112,-999.0,0
13112,-999.0,0
13112,120.418,0
12850,90.104,0
12850,113.937,0
12122,461.367,0
14105,-999.0,0
12956,-999.0,0
12956,-999.0,0
13116,436.539,0
13116,416.579,0
13407,45.193,0
12957,93.474,0
13118,22.13,0
12961,-999.0,0
12998,-999.0,0
12961,-999.0,0
14510,-999.0,0
14510,42.599,0
14510,42.937,0
13409,199.629,0
13665,-999.0,0
13665,-999.0,0
13122,54.129,0
14108,773.126,0
13416,209.126,0
13416,241.637,0
14303,-999.0,0
14302,-999.0,0
14305,7847.066,0
14303,-999.0,0
14304,-999.0,0
14304,-999.0,0
14303,-999.0,0
12965,129.162,0
12130,36.135,0
12130,35.495,0
13678,2.067,0
13667,-999.0,0
12966,-999.0,0
12131,-999.0,0
12855,135.836,0
14113,-999.0,0
12967,-999.0,0
13124,-999.0,0
12134,348.161,0
14125,-999.0,0
13420,1271.67,0
14788,-999.0,0
14788,-999.0,0
12857,-999.0,0
13421,6504.065,0
14127,-999.0,0
14127,-999.0,0
13670,23.813,0
13670,41.248,0
13126,-999.0,0
12969,26.493,0
13428,486.058,0
14767,-999.0,0
14767,-999.0,0
13131,540.837,0
13131,549.631,0
12137,58.083,0
12137,82.341,0
12137,56.713,0
12976,-999.0,0
12976,2.831,0
13132,83.146,0
14530,0.0,0
14530,-999.0,0
14129,35.038,0
14129,35.228,0
12138,-999.0,0
13673,-999.0,0
14539,-999.0,0
14592,-999.0,0
14533,-999.0,0
14592,-999.0,0
14539,138.866,0
14592,-999.0,0
12139,28.579,0
12139,23.808,0
13675,2.887,0
13675,2.873,0
12140,170.744,0
13433,92.824,0
12859,36.915,0
12859,34.32,0
14769,66.326,0
14769,75.231,0
14770,548.118,0
14770,645.721,0
12860,74.365,0
12860,119.752,0
12469,-999.0,0
12469,-999.0,0
13435,-999.0,0
13435,-999.0,0
13142,2789.456,0
12861,33.34,0
12861,37.832,0
12804,19514.55,0
12571,-999.0,0
13679,98.092,0
12144,17662.216,0
12144,15610.212,0
12148,384.396,0
13144,-999.0,0
13144,-999.0,0
12149,5.837,0
13681,19.156,0
14608,-999.0,0
12863,-999.0,0
12863,-999.0,0
13682,-999.0,0
13682,-999.0,0
13682,-999.0,0
13441,-999.0,0
13450,-999.0,0
12150,-999.0,0
12150,-999.0,0
12151,-999.0,0
14543,633.924,0
13684,50.883,0
13684,44.782,0
13684,45.028,0
13685,585.513,0
13452,726.955,0
14779,-999.0,0
12865,-999.0,0
14132,3790.521,0
12153,0.0,0
13145,-999.0,0
13145,307.445,0
12945,71.165,0
12945,77.839,0
12866,31222.506,0
12866,30749.34,0
13456,257.602,0
12154,339.398,0
12154,403.975,0
12008,12.383,0
12304,5399.111,0
12309,-999.0,0
12302,8413.844,0
12305,7698.823,0
12306,8153.23,0
12308,6074.889,0
12305,7203.202,0
12305,5752.956,0
12156,-999.0,0
12157,901.981,0
12157,1070.434,0
12870,378.887,0
12858,-999.0,0
12872,-999.0,0
14880,-999.0,0
14880,131.398,0
14546,1478.638,0
12158,-999.0,0
12161,-999.0,0
12158,-999.0,0
12161,-999.0,0
12158,-999.0,0
14781,386.443,0
13461,-999.0,0
13461,-999.0,0
12873,-999.0,0
12873,-999.0,0
12874,18.712,0
12874,25.619,0
12874,39.011,0
13152,-999.0,0
13152,1513.161,0
12159,-999.0,0
12160,-999.0,0
12160,-999.0,0
14138,0.0,0
13155,-999.0,0
13155,-999.0,0
12164,383.757,0
14559,-999.0,0
14559,-999.0,0
12166,26.594,0
12166,30.903,0
14141,-999.0,0
14560,8.94,0
14143,519.359,0
12167,0.0,0
12167,0.0,0
12167,0.0,0
12167,0.0,0
12169,-999.0,0
12168,0.0,0
12169,-999.0,0
13156,0.0,0
12170,-999.0,0
12170,38.808,0
13469,59.654,0
13469,53.174,0
12878,52.659,0
12878,62.955,0
13470,18.271,0
12173,33.86,0
12173,36.448,0
13203,3558.716,0
13205,2522.16,0
13209,-999.0,0
13211,3898.915,0
13215,2735.643,0
13224,2200.486,0
13204,11657.855,0
13211,4542.349,0
13224,2707.888,0
13290,2474.053,0
13691,112.481,0
13693,40.443,0
12883,-999.0,0
12583,14.073,0
12182,2016.132,0
12183,-999.0,0
13020,-999.0,0
13159,1220.983,0
13473,-999.0,0
13501,9462.129,0
12132,17.454,0
12184,1111.625,0
12185,-999.0,0
12185,47.227,0
14167,-999.0,0
14167,-999.0,0
13478,-999.0,0
12041,-999.0,0
12041,-999.0,0
13695,5.663,0
12187,21.373,0
12187,22.341,0
14569,14.824,0
14571,-999.0,0
13603,-999.0,0
13603,-999.0,0
12189,-999.0,0
14707,-999.0,0
14895,1048.767,0
12194,8.304,0
12194,9.288,0
14586,-999.0,0
14586,-999.0,0
14586,-999.0,0
12196,-999.0,0
13491,-999.0,0
13491,-999.0,0
12193,0.0,0
13486,-999.0,0
13488,-999.0,0
13488,-999.0,0
13488,-999.0,0
12993,-999.0,0
12887,1255.469,0
13492,-999.0,0
13492,-999.0,0
14897,-999.0,0
14172,523.965,0
13697,62.702,0
13494,47.595,0
12197,178.914,0
12197,198.497,0
12197,339.493,0
14591,-999.0,0
13495,1400.492,0
14174,681.914,0
12204,535.0,0
12207,59.0,0
12209,868.0,0
12211,784.0,0
14411,1077.0,0
14411,1089.0,0
14005,177.0,0
13607,371.0,0
14706,459.0,0
13302,146.0,0
14006,794.0,0
14006,796.0,0
13608,124.0,0
13021,15.0,0
13303,48.0,0
13027,1858.0,0
12020,2260.0,0
14012,213.0,0
14012,212.0,0
13304,118.0,0
13304,117.0,0
14712,339.0,0
14756,14.0,0
14742,22.0,0
14756,14.0,0
14416,222.0,0
13028,109.0,0
13612,211.0,0
13308,243.0,0
12914,57.0,0
13309,110.0,0
12024,1.0,0
13613,157.0,0
13029,412.0,0
12025,482.0,0
14201,567.0,0
14206,1130.0,0
14208,712.0,0
14210,983.0,0
14218,1138.0,0
14223,1501.0,0
14224,0.0,0
14225,1068.0,0
14207,1339.0,0
14209,439.0,0
14222,507.0,0
12028,94.0,0
14422,179.0,0
13317,376.0,0
13032,1020.0,0
13163,17.0,0
14717,2.0,0
13638,2.0,0
13305,51.0,0
13305,52.0,0
13033,0.0,0
13033,0.0,0
14719,185.0,0
12036,43.0,0
13621,57.0,0
13622,200.0,0
12922,1.0,0
13037,673.0,0
14428,238.0,0
14428,237.0,0
13040,40.0,0
12530,17.0,0
12530,17.0,0
13041,662.0,0
13624,473.0,0
12841,42.0,0
13123,42.0,0
13042,186.0,0
12043,557.0,0
12045,0.0,0
12046,8.0,0
12047,1478.0,0
13324,209.0,0
14035,22.0,0
13625,191.0,0
13044,177.0,0
14036,371.0,0
14727,392.0,0
14040,134.0,0
14040,134.0,0
13630,118.0,0
13633,11.0,0
13328,0.0,0
14042,244.0,0
14043,0.0,0
14043,0.0,0
13615,112.0,0
13634,350.0,0
13053,18.0,0
12056,225.0,0
14048,1142.0,0
13162,27.0,0
14051,680.0,0
12059,70.0,0
12063,26.0,0
13635,94.0,0
13060,12.0,0
12936,2.0,0
13066,692.0,0
12068,265.0,0
12068,265.0,0
13338,186.0,0
13338,187.0,0
14062,95.0,0
12827,392.0,0
12827,397.0,0
12828,997.0,0
12070,123.0,0
12070,126.0,0
13340,359.0,0
14065,54.0,0
14065,53.0,0
14738,336.0,0
13069,1757.0,0
12074,256.0,0
14740,79.0,0
14068,378.0,0
14462,50.0,0
12084,271.0,0
12835,484.0,0
12836,111.0,0
14075,917.0,0
14464,2.0,0
13074,296.0,0
12838,80.0,0
13076,159.0,0
13654,220.0,0
14468,3.0,0
14470,422.0,0
14470,431.0,0
14843,0.0,0
14744,1.0,0
12092,59.0,0
12534,1304.0,0
12864,12.0,0
12842,256.0,0
14475,19.0,0
14061,33.0,0
14081,138.0,0
14701,428.0,0
13078,548.0,0
12853,186.0,0
12856,59.0,0
12856,59.0,0
12094,162.0,0
13361,17.0,0
13475,9.0,0
14748,12.0,0
13030,290.0,0
14085,428.0,0
14750,400.0,0
14091,119.0,0
14511,61.0,0
13363,170.0,0
14092,774.0,0
14755,71.0,0
14755,63.0,0
14755,71.0,0
14094,661.0,0
12847,2.0,0
13659,57.0,0
14101,192.0,0
13402,2.0,0
13660,222.0,0
12953,965.0,0
13108,35.0,0
13403,361.0,0
13110,78.0,0
13110,76.0,0
12117,358.0,0
14757,199.0,0
12118,8.0,0
12121,121.0,0
12121,121.0,0
12850,172.0,0
12122,370.0,0
13406,67.0,0
13406,68.0,0
12956,113.0,0
12960,123.0,0
12961,30.0,0
13409,173.0,0
13413,1074.0,0
13413,1076.0,0
13666,28.0,0
14302,0.0,0
14304,2187.0,0
14301,871.0,0
14302,0.0,0
12130,72.0,0
13678,30.0,0
13667,212.0,0
12131,27.0,0
14111,272.0,0
12862,22.0,0
12855,21.0,0
12855,21.0,0
14113,4.0,0
14125,313.0,0
14126,66.0,0
14788,24.0,0
13421,1032.0,0
14127,0.0,0
13670,62.0,0
13126,2002.0,0
14870,1.0,0
13428,143.0,0
13410,75.0,0
12137,136.0,0
14525,277.0,0
14530,3.0,0
14129,51.0,0
13135,470.0,0
13135,462.0,0
14533,99.0,0
14592,39.0,0
14533,99.0,0
14533,96.0,0
12139,52.0,0
13136,0.0,0
12974,161.0,0
14769,109.0,0
13142,555.0,0
12804,2442.0,0
12804,2581.0,0
13437,51.0,0
13352,19.0,0
13352,19.0,0
12144,1440.0,0
13680,92.0,0
12147,0.0,0
13681,70.0,0
14775,267.0,0
14605,0.0,0
14618,0.0,0
13440,3265.0,0
13441,0.0,0
12150,69.0,0
13684,130.0,0
12980,153.0,0
14783,46.0,0
12865,15.0,0
13454,79.0,0
12305,446.0,0
12308,1013.0,0
12008,48.0,0
12156,53.0,0
12858,32.0,0
12870,255.0,0
12871,338.0,0
12884,41.0,0
14880,110.0,0
14545,0.0,0
14545,0.0,0
14546,253.0,0
13459,215.0,0
14781,113.0,0
12873,1.0,0
14138,1.0,0
12803,695.0,0
12803,691.0,0
12066,188.0,0
12166,138.0,0
12066,187.0,0
14141,71.0,0
14143,121.0,0
14143,121.0,0
12168,0.0,0
12169,5.0,0
12168,0.0,0
13156,1.0,0
13156,1.0,0
13469,74.0,0
14784,99.0,0
12175,100.0,0
13202,317.0,0
13206,1216.0,0
13208,1397.0,0
13214,490.0,0
13219,983.0,0
13205,1205.0,0
13206,1189.0,0
13210,1229.0,0
13211,497.0,0
13219,971.0,0
13473,81.0,0
13501,2270.0,0
13502,2433.0,0
13690,104.0,0
13164,78.0,0
14571,141.0,0
12189,1394.0,0
12196,19.0,0
12193,1.0,0
13697,202.0,0
13495,215.0,0
13495,215.0,0
14174,400.0,0
14174,402.0,0
13605,79.0,0
12808,11.0,0
14001,100.0,0
12204,201.0,0
12206,340.0,0
12207,123.0,0
12206,344.0,0
14411,271.0,0
14004,1.0,0
13607,129.0,0
12009,129.0,0
12502,2.0,0
12502,1.0,0
14806,20.0,0
14006,182.0,0
14009,3.0,0
12809,54.0,0
14011,81.0,0
12018,24.0,0
14414,153.0,0
13027,357.0,0
14013,14.0,0
14013,13.0,0
14742,3.0,0
14712,129.0,0
12023,14.0,0
13028,12.0,0
14024,2.0,0
14469,13.0,0
14585,11.0,0
12913,23.0,0
13308,25.0,0
12814,101.0,0
12914,16.0,0
12914,13.0,0
13309,6.0,0
12815,44.0,0
13613,37.0,0
13029,83.0,0
13614,5.0,0
12025,67.0,0
14420,360.0,0
14209,156.0,0
14210,231.0,0
14215,321.0,0
14217,345.0,0
14218,273.0,0
14227,18.0,0
14228,548.0,0
14217,338.0,0
14219,123.0,0
14203,216.0,0
14215,320.0,0
14220,239.0,0
14222,219.0,0
12019,104.0,0
12816,69.0,0
13031,210.0,0
14717,1.0,0
14717,1.0,0
12032,52.0,0
13638,2.0,0
13619,145.0,0
13628,6.0,0
14718,41.0,0
13620,16.0,0
13035,147.0,0
12035,16.0,0
12035,16.0,0
12035,16.0,0
13103,4.0,0
13319,24.0,0
13621,4.0,0
14722,87.0,0
13320,31.0,0
12817,71.0,0
12922,5.0,0
14428,78.0,0
14031,19.0,0
13321,7.0,0
13641,13.0,0
13322,17.0,0
12819,4.0,0
13123,6.0,0
13323,163.0,0
13341,2.0,0
13341,2.0,0
12043,152.0,0
12046,1.0,0
13324,12.0,0
14035,0.0,0
14034,34.0,0
14435,47.0,0
14435,47.0,0
12822,106.0,0
13045,572.0,0
12823,6.0,0
12823,6.0,0
12521,3.0,0
14040,38.0,0
14042,39.0,0
14173,0.0,0
12054,210.0,0
14047,96.0,0
13615,20.0,0
12824,47.0,0
13329,40.0,0
13054,11.0,0
14051,118.0,0
12061,204.0,0
12063,2.0,0
13057,424.0,0
12064,6.0,0
14058,83.0,0
13636,6.0,0
13636,6.0,0
13061,10.0,0
13063,24.0,0
14060,1.0,0
13639,0.0,0
12068,65.0,0
12177,5.0,0
13338,32.0,0
13602,0.0,0
13069,488.0,0
12072,71.0,0
12074,22.0,0
12831,188.0,0
14067,92.0,0
14454,96.0,0
13072,0.0,0
12526,77.0,0
12075,1.0,0
12077,117.0,0
12801,319.0,0
13345,4.0,0
12084,208.0,0
12086,17.0,0
14464,102.0,0
13646,33.0,0
13074,66.0,0
12838,20.0,0
14466,30.0,0
13650,19.0,0
13652,22.0,0
13677,2.0,0
13654,28.0,0
14743,29.0,0
14471,105.0,0
14472,102.0,0
14472,102.0,0
14843,0.0,0
14744,0.0,0
14744,0.0,0
12092,21.0,0
12534,448.0,0
12839,208.0,0
13357,16.0,0
13357,7.0,0
12842,63.0,0
14061,11.0,0
12843,9.0,0
12856,5.0,0
12095,286.0,0
12095,285.0,0
13475,6.0,0
14476,33.0,0
14747,31.0,0
14477,28.0,0
12106,51.0,0
13030,48.0,0
12977,14.0,0
12977,14.0,0
14085,51.0,0
12110,642.0,0
14511,10.0,0
13363,27.0,0
14092,190.0,0
14753,20.0,0
14753,20.0,0
13658,41.0,0
13088,359.0,0
14094,146.0,0
13436,20.0,0
13367,157.0,0
14101,29.0,0
13660,33.0,0
13660,33.0,0
13803,1.0,0
13662,1.0,0
12117,66.0,0
13101,35.0,0
12118,6.0,0
12121,16.0,0
13112,8.0,0
12850,28.0,0
12122,83.0,0
12956,12.0,0
13116,36.0,0
12957,12.0,0
12957,11.0,0
13118,15.0,0
12998,4.0,0
12961,2.0,0
13409,33.0,0
13416,26.0,0
13666,7.0,0
12965,21.0,0
12130,9.0,0
13667,44.0,0
12966,20.0,0
12862,1.0,0
12855,14.0,0
14113,0.0,0
12967,16.0,0
13124,0.0,0
13124,0.0,0
12134,113.0,0
13669,210.0,0
14126,33.0,0
13420,72.0,0
14788,5.0,0
14788,5.0,0
13421,219.0,0
13126,506.0,0
14870,0.0,0
13410,16.0,0
13131,46.0,0
12939,7.0,0
14525,68.0,0
13132,16.0,0
13673,14.0,0
13135,100.0,0
14533,19.0,0
14592,13.0,0
14539,10.0,0
13675,1.0,0
13431,34.0,0
13431,34.0,0
13433,17.0,0
14769,24.0,0
14770,53.0,0
12860,21.0,0
13141,25.0,0
12861,12.0,0
13437,20.0,0
13679,19.0,0
12144,297.0,0
13680,12.0,0
12147,0.0,0
12149,3.0,0
13681,4.0,0
14736,19.0,0
14608,0.0,0
14620,0.0,0
14605,0.0,0
14620,0.0,0
12863,4.0,0
12863,4.0,0
13440,573.0,0
14543,53.0,0
13685,54.0,0
14783,10.0,0
12865,1.0,0
13454,5.0,0
13454,5.0,0
14132,158.0,0
13145,33.0,0
13145,33.0,0
13145,33.0,0
12945,12.0,0
12983,194.0,0
12302,421.0,0
12307,97.0,0
12309,287.0,0
12156,12.0,0
12870,72.0,0
14880,24.0,0
13459,49.0,0
14781,37.0,0
13461,0.0,0
12874,23.0,0
14782,42.0,0
13152,56.0,0
12160,4.0,0
13155,0.0,0
14559,1.0,0
14559,1.0,0
14141,9.0,0
14141,9.0,0
14143,21.0,0
12167,0.0,0
12168,0.0,0
12170,10.0,0
12170,10.0,0
13469,7.0,0
13470,10.0,0
13470,10.0,0
12173,30.0,0
13207,40.0,0
13208,211.0,0
13209,56.0,0
13211,92.0,0
13214,257.0,0
13215,156.0,0
13202,260.0,0
13215,164.0,0
13471,29.0,0
13693,9.0,0
14150,899.0,0
13158,21.0,0
13159,96.0,0
13159,75.0,0
12986,4.0,0
13501,352.0,0
12185,22.0,0
14167,5.0,0
13477,6.0,0
13478,64.0,0
13478,64.0,0
14564,0.0,0
12041,7.0,0
12186,111.0,0
12186,110.0,0
12187,5.0,0
