zip_code,value,prediction
14414,6154.05,0
14414,-999.0,0
12020,-999.0,0
12020,-999.0,0
13304,-999.0,0
14013,-999.0,0
14020,15338.182,0
14712,356.159,0
14416,-999.0,0
12023,183.02,0
14714,-999.0,0
13612,135.537,0
14024,5.519,0
14469,28.958,0
14585,-999.0,0
12913,90.541,0
13308,138.838,0
13308,143.887,0
14715,0.0,0
12814,-999.0,0
12814,-999.0,0
12814,-999.0,0
12024,-999.0,0
12815,144.491,0
13029,801.459,0
13614,21.689,0
14420,8339.244,0
14420,7735.433,0
12916,-999.0,0
14202,22902.026,0
14208,2465.608,0
14218,6893.491,0
14207,28872.093,0
14208,2123.515,0
14222,-999.0,0
14201,3420.651,0
14204,4570.272,0
14206,6739.36,0
14210,-999.0,0
14211,4102.072,0
14213,3208.738,0
14220,-999.0,0
14224,-999.0,0
14225,7833.436,0
14202,20157.868,0
14206,4781.107,0
14210,-999.0,0
14215,-999.0,0
14218,5398.131,0
14219,-999.0,0
14220,-999.0,0
14227,1365.178,0
12027,808.765,0
14422,187.524,0
12816,556.001,0
13317,888.849,0
13163,-999.0,0
13617,-999.0,0
12031,5.913,0
12032,94.533,0
13638,18.55,0
14718,289.925,0
14752,12.457,0
13318,-999.0,0
12033,1184.866,0
13620,71.079,0
14719,-999.0,0
13035,2069.323,0
13103,2.772,0
12037,0.0,0
13320,192.22,0
13037,2151.171,0
14428,-999.0,0
13039,5515.169,0
13039,5177.976,0
13040,-999.0,0
14031,-999.0,0
13321,45.235,0
12530,4.986,0
